name,slug,pay,license
Ankeny IA,certified-nursing-assistant-per-diem-prn-ankeny-ia,26.11,cna
Ann Arbor,certified-nursing-assistant-per-diem-prn-ann-arbor-mi,25.43,cna
Annandale,certified-nursing-assistant-per-diem-prn-annandale-va,20.29,cna
Annapolis,certified-nursing-assistant-per-diem-prn-annapolis-md-0c30e,25.61,cna
Annapolis MD,certified-nursing-assistant-per-diem-prn-annapolis-md,23.87,cna
Anniston,certified-nursing-assistant-per-diem-prn-anniston-al,25.38,cna
Anson,certified-nursing-assistant-per-diem-prn-anson-tx,20.29,cna
Anthem,certified-nursing-assistant-per-diem-prn-anthem-az,26.03,cna
Antigo,certified-nursing-assistant-per-diem-prn-antigo-wi,21.42,cna
Antonito,certified-nursing-assistant-per-diem-prn-antonito-co,20.29,cna
Any City,certified-nursing-assistant-per-diem-prn-any-city-or,27.12,cna
Apache Junction AZ,certified-nursing-assistant-per-diem-prn-apache-junction-az,26.03,cna
Apalachicola,certified-nursing-assistant-per-diem-prn-apalachicola-fl,20.29,cna
Apex,certified-nursing-assistant-per-diem-prn-apex-nc,26.00,cna
Apollo Beach,certified-nursing-assistant-per-diem-prn-apollo-beach-fl,20.29,cna
Apopka,certified-nursing-assistant-per-diem-prn-apopka-fl,20.29,cna
Apple Valley,certified-nursing-assistant-per-diem-prn-apple-valley-mn,25.67,cna
Appleton,certified-nursing-assistant-per-diem-prn-appleton-wi,25.50,cna
Aransas Pass,certified-nursing-assistant-per-diem-prn-aransas-pass-tx,20.29,cna
Arcadia,certified-nursing-assistant-per-diem-prn-arcadia-fl,20.29,cna
Arcata,certified-nursing-assistant-per-diem-prn-arcata-ca,20.29,cna
Archer,certified-nursing-assistant-per-diem-prn-archer-fl,20.29,cna
Archer City,certified-nursing-assistant-per-diem-prn-archer-city-tx,20.29,cna
Arco,certified-nursing-assistant-per-diem-prn-arco-id,20.29,cna
Ardmore,certified-nursing-assistant-per-diem-prn-ardmore-ok,25.85,cna
Arivaca,certified-nursing-assistant-per-diem-prn-arivaca-az,26.03,cna
Arizona City,certified-nursing-assistant-per-diem-prn-arizona-city-az,26.03,cna
Arlington,certified-nursing-assistant-per-diem-prn-arlington-ma,25.83,cna
Arlington Heights,certified-nursing-assistant-per-diem-prn-arlington-heights-il,25.64,cna
Arlington TX,per-diem-arlington-tx,26.62,cna
Arlington VA,certified-nursing-assistant-per-diem-prn-arlington-va,23.29,cna
Arlington WA,certified-nursing-assistant-per-diem-prn-arlington-wa,27.12,cna
Arnold,certified-nursing-assistant-per-diem-prn-arnold-mo,25.43,cna
Artesia,certified-nursing-assistant-per-diem-prn-artesia-nm,25.89,cna
Arvada CO,certified-nursing-assistant-per-diem-prn-arvada-co,20.53,cna
Ash Fork,certified-nursing-assistant-per-diem-prn-ash-fork-az,26.03,cna
Ashburn VA,certified-nursing-assistant-per-diem-prn-ashburn-va,20.29,cna
Asheville Charlotte Street,certified-nursing-assistant-per-diem-prn-asheville-charlotte-street-nc,24.45,cna
Asheville NC,certified-nursing-assistant-per-diem-prn-asheville-nc,23.87,cna
Ashland,certified-nursing-assistant-per-diem-prn-ashland-ky,25.59,cna
Ashland City,certified-nursing-assistant-per-diem-prn-ashland-city-tn,25.35,cna
Ashland OR,certified-nursing-assistant-per-diem-prn-ashland-or,27.12,cna
Ashland WI,certified-nursing-assistant-per-diem-prn-ashland-wi,21.42,cna
Ashley,certified-nursing-assistant-per-diem-prn-ashley-nd,23.87,cna
Ashley OH,certified-nursing-assistant-per-diem-prn-ashley-oh,20.29,cna
Ashton,certified-nursing-assistant-per-diem-prn-ashton-id,20.29,cna
Aspen CO,certified-nursing-assistant-per-diem-prn-aspen-co,20.29,cna
Aspen Hill,certified-nursing-assistant-per-diem-prn-aspen-hill-md,25.38,cna
Aspermont,certified-nursing-assistant-per-diem-prn-aspermont-tx,20.29,cna
Astoria,certified-nursing-assistant-per-diem-prn-astoria-or,27.12,cna
Athens,certified-nursing-assistant-per-diem-prn-athens-al,25.48,cna
Athens,certified-nursing-assistant-per-diem-prn-athens-tx,20.29,cna
Athens GA,certified-nursing-assistant-per-diem-prn-athens-ga,25.22,cna
Athens OH,certified-nursing-assistant-per-diem-prn-athens-oh,25.74,cna
Atlanta,certified-nursing-assistant-per-diem-prn-atlanta-tx,19.72,cna
Atlanta Buckhead,certified-nursing-assistant-per-diem-prn-atlanta-buckhead-ga,25.54,cna
Atlanta GA,certified-nursing-assistant-per-diem-prn-atlanta-ga,25.68,cna
Atlanta South Downtown,certified-nursing-assistant-per-diem-prn-atlanta-south-downtown-ga,20.85,cna
Atlantic Beach,certified-nursing-assistant-per-diem-prn-atlantic-beach-fl,20.29,cna
Atlantic City,certified-nursing-assistant-per-diem-prn-atlantic-city-nj,25.99,cna
Atlantic IA,certified-nursing-assistant-per-diem-prn-atlantic-ia,20.29,cna
Atlantis,certified-nursing-assistant-per-diem-prn-atlantis-fl,20.29,cna
Attalla,certified-nursing-assistant-per-diem-prn-attalla-al,20.29,cna
Attleboro,certified-nursing-assistant-per-diem-prn-attleboro-ma,25.95,cna
Atwood KS,certified-nursing-assistant-per-diem-prn-atwood-ks,23.87,cna
Aubrey,certified-nursing-assistant-per-diem-prn-aubrey-tx,20.29,cna
Auburn,certified-nursing-assistant-per-diem-prn-auburn-al,25.75,cna
Auburn,certified-nursing-assistant-per-diem-prn-auburn-me,25.61,cna
Auburn IN,certified-nursing-assistant-per-diem-prn-auburn-in,20.29,cna
Auburn NY,certified-nursing-assistant-per-diem-prn-auburn-ny,23.87,cna
Auburn WA,certified-nursing-assistant-per-diem-prn-auburn-wa,27.12,cna
Auburndale,certified-nursing-assistant-per-diem-prn-auburndale-fl,20.29,cna
Augusta,certified-nursing-assistant-per-diem-prn-augusta-me,25.50,cna
Augusta GA,certified-nursing-assistant-per-diem-prn-augusta-ga,25.30,cna
Aumsville,certified-nursing-assistant-per-diem-prn-aumsville-or,27.12,cna
Aurora,certified-nursing-assistant-per-diem-prn-aurora-il,25.67,cna
Aurora CO,certified-nursing-assistant-per-diem-prn-aurora-co,20.53,cna
Aurora East Ridge - Ptarmigan Park,certified-nursing-assistant-per-diem-prn-aurora-east-ridge-ptarmigan-park-co,24.45,cna
Aurora Heather Gardens,certified-nursing-assistant-per-diem-prn-aurora-heather-gardens-co,24.45,cna
Austin NV,certified-nursing-assistant-per-diem-prn-austin-nv,25.21,cna
Austin TX,per-diem-austin-tx,22.51,cna
Austintown,certified-nursing-assistant-per-diem-prn-austintown-oh,25.03,cna
Avalon,certified-nursing-assistant-per-diem-prn-avalon-ca,20.29,cna
Ave Maria,certified-nursing-assistant-per-diem-prn-ave-maria-fl,20.29,cna
Aventura,certified-nursing-assistant-per-diem-prn-aventura-fl,20.29,cna
Avinger,certified-nursing-assistant-per-diem-prn-avinger-tx,20.29,cna
Avon,certified-nursing-assistant-per-diem-prn-avon-oh,25.03,cna
Avon CO,certified-nursing-assistant-per-diem-prn-avon-co,20.29,cna
Avon CT,certified-nursing-assistant-per-diem-prn-avon-ct,26.89,cna
Avon Lake,certified-nursing-assistant-per-diem-prn-avon-lake-oh,25.95,cna
Avon Park,certified-nursing-assistant-per-diem-prn-avon-park-fl,20.29,cna
Avondale AZ,certified-nursing-assistant-per-diem-prn-avondale-az,26.03,cna
Avondale CO,certified-nursing-assistant-per-diem-prn-avondale-co,20.29,cna
Axtell,certified-nursing-assistant-per-diem-prn-axtell-ne,23.87,cna
Azle,certified-nursing-assistant-per-diem-prn-azle-tx,20.29,cna
Babylon town,certified-nursing-assistant-per-diem-prn-babylon-town-ny,25.92,cna
Bacliff,certified-nursing-assistant-per-diem-prn-bacliff-tx,20.29,cna
Bad Axe,certified-nursing-assistant-per-diem-prn-bad-axe-mi,20.29,cna
Badger,certified-nursing-assistant-per-diem-prn-badger-ak,25.96,cna
Bagdad,certified-nursing-assistant-per-diem-prn-bagdad-az,26.03,cna
Bailey,certified-nursing-assistant-per-diem-prn-bailey-co,20.29,cna
BAINBRIDGE ISLAND,certified-nursing-assistant-per-diem-prn-bainbridge-island-wa,20.11,cna
Baird,certified-nursing-assistant-per-diem-prn-baird-tx,20.29,cna
Baker,certified-nursing-assistant-per-diem-prn-baker-wv,21.42,cna
Baker City,certified-nursing-assistant-per-diem-prn-baker-city-or,27.12,cna
Bakersfield,certified-nursing-assistant-per-diem-prn-bakersfield-ca,25.43,cna
Balch Springs,certified-nursing-assistant-per-diem-prn-balch-springs-tx,20.29,cna
Ballinger,certified-nursing-assistant-per-diem-prn-ballinger-tx,20.29,cna
Ballwin MO,certified-nursing-assistant-per-diem-prn-ballwin-mo,20.29,cna
Baltimore,certified-nursing-assistant-per-diem-prn-baltimore-md,25.37,cna
Baltimore MD,per-diem-baltimore-md,24.00,cna
Bandera,certified-nursing-assistant-per-diem-prn-bandera-tx,20.29,cna
Bandon,certified-nursing-assistant-per-diem-prn-bandon-or,27.12,cna
Bangor,certified-nursing-assistant-per-diem-prn-bangor-me,23.87,cna
Bangs,certified-nursing-assistant-per-diem-prn-bangs-tx,20.29,cna
Bar Harbor,certified-nursing-assistant-per-diem-prn-bar-harbor-me,23.87,cna
Barberton,certified-nursing-assistant-per-diem-prn-barberton-oh,25.95,cna
Bardstown KY,certified-nursing-assistant-per-diem-prn-bardstown-ky,20.29,cna
Barnsdall,certified-nursing-assistant-per-diem-prn-barnsdall-ok,20.11,cna
Barnstable Town,certified-nursing-assistant-per-diem-prn-barnstable-town-ma,25.68,cna
Barre,certified-nursing-assistant-per-diem-prn-barre-vt,21.42,cna
Barre city,certified-nursing-assistant-per-diem-prn-barre-city-vt,25.45,cna
Barre town,certified-nursing-assistant-per-diem-prn-barre-town-vt,25.38,cna
Bartlesville,certified-nursing-assistant-per-diem-prn-bartlesville-ok,26.18,cna
