name,slug,pay,license
Corpus Christi,per-diem-corpus-christi-tx,45.97,rn tele
Corrigan,per-diem-corrigan-tx,50.07,rn tele
Corsicana,per-diem-corsicana-tx,48.93,rn tele
Cortez,per-diem-cortez-co,49.41,rn tele
Coshocton,per-diem-coshocton-nd,45.93,rn tele
Cotulla,per-diem-cotulla-tx,53.51,rn tele
Country Club,per-diem-country-club-fl,48.26,rn tele
Covina,per-diem-covina-ca-1213a,46.73,rn tele
Covington,per-diem-covington-ky,50.33,rn tele
Covington,per-diem-covington-la,46.93,rn tele
Crawfordville,per-diem-crawfordville-fl,48.06,rn tele
Creede,per-diem-creede-co,51.62,rn tele
Cresco,per-diem-cresco-ia,46.38,rn tele
Crestview,per-diem-crestview-fl,53.57,rn tele
Creve Coeur,per-diem-creve-coeur-mo,51.54,rn tele
Crockett,per-diem-crockett-tx,43.69,rn tele
Cuero,per-diem-cuero-tx,47.16,rn tele
Cullman,per-diem-cullman-al,53.59,rn tele
Cupertino,per-diem-cupertino-ca,48.07,rn tele
Cypress,per-diem-cypress-tx,51.62,rn tele
Dade City,per-diem-dade-city-fl,51.62,rn tele
Dadeville,per-diem-dadeville-al,46.93,rn tele
Dale City,per-diem-dale-city-va,54.75,rn tele
Dallas,per-diem-dallas-tx,51.78,rn tele
Dallastown,per-diem-dallastown-pa,51.54,rn tele
Dalton,per-diem-dalton-ga,52.67,rn tele
Daly City,per-diem-daly-city-ca,43.69,rn tele
Daphne,per-diem-daphne-al,49.67,rn tele
Davenport FL,per-diem-davenport-fl,50.14,rn tele
Davenport IA,per-diem-davenport-ia,53.65,rn tele
Davidson NC,per-diem-davidson-nc,46.38,rn tele
Davie,per-diem-davie-fl,51.25,rn tele
Dayton OH,per-diem-dayton-oh,49.41,rn tele
Decatur IL,per-diem-decatur-il,46.93,rn tele
Decatur TX,per-diem-decatur-tx,53.59,rn tele
Deer Park,per-diem-deer-park-tx,45.97,rn tele
Deerfield Beach,per-diem-deerfield-beach-fl,50.07,rn tele
Deerfield IL,per-diem-deerfield-il,48.93,rn tele
Defuniak Springs,per-diem-defuniak-springs-fl,48.06,rn tele
Del Norte,per-diem-del-norte-co,49.41,rn tele
Deland,per-diem-deland-fl,47.87,rn tele
Delray Beach,per-diem-delray-beach-fl,46.68,rn tele
Delta UT,per-diem-delta-ut,53.59,rn tele
Denison,per-diem-denison-tx,53.57,rn tele
Denver CO,per-diem-denver-co,81.97,rn tele
Derby,per-diem-derby-ks,50.33,rn tele
Des Moines Downtown Des Moines,per-diem-des-moines-downtown-des-moines-ia,53.59,rn tele
Destin,per-diem-destin-fl,45.65,rn tele
Detroit,per-diem-detroit-mi,47.87,rn tele
Dexter,per-diem-dexter-mo,46.93,rn tele
Dickson,per-diem-dickson-tn,45.83,rn tele
Dillon CO,per-diem-dillon-co,47.87,rn tele
Divide,per-diem-divide-co,48.07,rn tele
Doral,per-diem-doral-fl,53.55,rn tele
Dothan,per-diem-dothan-al,52.01,rn tele
Douglas,per-diem-douglas-az,47.16,rn tele
Douglasville,per-diem-douglasville-ga,52.11,rn tele
Dover,per-diem-dover-de,54.57,rn tele
Downers Grove,per-diem-downers-grove-il,49.31,rn tele
Downington,per-diem-downington-pa,48.69,rn tele
Drew,per-diem-drew-ms,45.83,rn tele
Dripping Springs,per-diem-dripping-springs-tx,47.87,rn tele
Duchesne,per-diem-duchesne-ut,45.97,rn tele
Duluth,per-diem-duluth-ga,52.33,rn tele
Dundalk,per-diem-dundalk-md,52.82,rn tele
Dunwoody,per-diem-dunwoody-ga,52.58,rn tele
Durango CO,per-diem-durango-co,48.06,rn tele
Durham CT,per-diem-durham-ct,45.83,rn tele
Durham NC,per-diem-durham-nc,45.65,rn tele
Eagan,per-diem-eagan-mn,49.82,rn tele
Eagle CO,per-diem-eagle-co,44.21,rn tele
Eagle Grove,per-diem-eagle-grove-ia,53.59,rn tele
Eagle Mountain,per-diem-eagle-mountain-ut,52.26,rn tele
Eagle Pass,per-diem-eagle-pass-tx,53.55,rn tele
East Orange,per-diem-east-orange-nj,48.06,rn tele
East Wenatchee,per-diem-east-wenatchee-or,50.14,rn tele
Eastland,per-diem-eastland-tx,53.57,rn tele
Easton,per-diem-easton-md,52.41,rn tele
Eden,per-diem-eden-tx,45.83,rn tele
Edinburg,per-diem-edinburg-tx,45.65,rn tele
Edmonds,per-diem-edmonds-wa,54.04,rn tele
Edna,per-diem-edna-tx,50.14,rn tele
Edwards,per-diem-edwards-co,46.38,rn tele
Edwardsville,per-diem-edwardsville-il,51.25,rn tele
Effingham,per-diem-effingham-il,48.06,rn tele
El Campo,per-diem-el-campo-tx,46.93,rn tele
El Paso West Central El Paso,per-diem-el-paso-west-central-el-paso-tx,51.89,rn tele
Elbert,per-diem-elbert-co,51.69,rn tele
Electra,per-diem-electra-tx,53.59,rn tele
Elgin,per-diem-elgin-il,48.66,rn tele
Elizabethtown,per-diem-elizabethtown-ky,50.69,rn tele
Elk Grove,per-diem-elk-grove-ca,52.58,rn tele
Elk Horn,per-diem-elk-horn-ia,46.68,rn tele
Ellenton,per-diem-ellenton-fl,53.51,rn tele
Ellicott City,per-diem-ellicott-city-md-22339,52.67,rn tele
Ellsworth,per-diem-ellsworth-me,46.93,rn tele
Elmhurst IL,per-diem-elmhurst-il,45.83,rn tele
Elyria,per-diem-elyria-nd,49.41,rn tele
Encinitas,per-diem-encinitas-ca,51.54,rn tele
Enterprise,per-diem-enterprise-al,49.65,rn tele
Enterprise,per-diem-enterprise-nv,51.89,rn tele
Erie,per-diem-erie-pa,51.57,rn tele
Escondido CA,per-diem-escondido-ca,46.38,rn tele
Eugene,per-diem-eugene-or,51.11,rn tele
Euless,per-diem-euless-tx,45.65,rn tele
Evans GA,per-diem-evans-ga,52.87,rn tele
Evergreen,per-diem-evergreen-co,46.73,rn tele
Fabens,per-diem-fabens-tx,53.57,rn tele
Fairfax VA,per-diem-fairfax-va,53.51,rn tele
Fairfield,per-diem-fairfield-ct,53.87,rn tele
Fairfield TX,per-diem-fairfield-tx,45.83,rn tele
Fallon,per-diem-fallon-nv,46.73,rn tele
Falls Church VA,per-diem-falls-church-va,46.73,rn tele
Farmers Branch,per-diem-farmers-branch-tx,46.93,rn tele
Farmersville,per-diem-farmersville-tx,53.59,rn tele
Farmington UT,per-diem-farmington-ut,45.97,rn tele
Fayetteville,per-diem-fayetteville-nc,54.65,rn tele
Federal Way,per-diem-federal-way-wa,53.55,rn tele
Ferndale,per-diem-ferndale-wa,47.82,rn tele
Ferry Pass,per-diem-ferry-pass-fl,48.57,rn tele
Fillmore,per-diem-fillmore-ut,46.68,rn tele
Findlay,per-diem-findlay-oh,51.78,rn tele
Fishers,per-diem-fishers-in,49.66,rn tele
Flagstaff,per-diem-flagstaff-az,45.65,rn tele
Florence AZ,per-diem-florence-az,46.93,rn tele
Florence SC,per-diem-florence-sc,53.51,rn tele
Florida City,per-diem-florida-city-fl,47.31,rn tele
Flower Mound,per-diem-flower-mound-tx,46.73,rn tele
Flowery Branch,per-diem-flowery-branch-ga,47.82,rn tele
Forest Hill TX,per-diem-forest-hill-tx,53.57,rn tele
