name,slug,pay,license
Kinder,medication-aide-certified-per-diem-prn-kinder-la,25.55,ma-c
La Place,medication-aide-certified-per-diem-prn-la-place-la,25.67,ma-c
Lafayette LA,medication-aide-certified-per-diem-prn-lafayette-la,25.25,ma-c
Lake Charles,medication-aide-certified-per-diem-prn-lake-charles-la,25.40,ma-c
Lakewood,medication-aide-certified-per-diem-prn-lakewood-oh,25.55,ma-c
Lancaster OH,medication-aide-certified-per-diem-prn-lancaster-oh,25.29,ma-c
Laplace,medication-aide-certified-per-diem-prn-laplace-la,24.80,ma-c
Las Vegas,medication-aide-certified-per-diem-prn-las-vegas-nv,25.59,ma-c
Las Vegas Angel Park,medication-aide-certified-per-diem-prn-las-vegas-angel-park-nv,25.83,ma-c
Las Vegas Centennial Hills,medication-aide-certified-per-diem-prn-las-vegas-centennial-hills-nv,24.57,ma-c
Las Vegas Rancho Oakey,medication-aide-certified-per-diem-prn-las-vegas-rancho-oakey-nv,25.15,ma-c
Las Vegas Twin Lakes,medication-aide-certified-per-diem-prn-las-vegas-twin-lakes-nv,24.58,ma-c
Layton,medication-aide-certified-per-diem-prn-layton-ut,26.10,ma-c
Lebanon,medication-aide-certified-per-diem-prn-lebanon-oh,25.82,ma-c
Lehi UT,medication-aide-certified-per-diem-prn-lehi-ut,26.24,ma-c
Lima,medication-aide-certified-per-diem-prn-lima-oh,24.98,ma-c
Lindon UT,medication-aide-certified-per-diem-prn-lindon-ut,25.23,ma-c
Little Rock,medication-aide-certified-per-diem-prn-little-rock-ar,25.40,ma-c
Logan,medication-aide-certified-per-diem-prn-logan-ut,25.23,ma-c
Lorain,medication-aide-certified-per-diem-prn-lorain-oh,25.15,ma-c
Lovelock,medication-aide-certified-per-diem-prn-lovelock-nv,26.32,ma-c
Madison,medication-aide-certified-per-diem-prn-madison-al,25.43,ma-c
Magna,medication-aide-certified-per-diem-prn-magna-ut,26.10,ma-c
Mandeville,medication-aide-certified-per-diem-prn-mandeville-la,26.10,ma-c
Mansfield,medication-aide-certified-per-diem-prn-mansfield-oh,24.80,ma-c
Maple Heights,medication-aide-certified-per-diem-prn-maple-heights-oh,25.40,ma-c
Mapleton,medication-aide-certified-per-diem-prn-mapleton-ut,24.98,ma-c
Marion,medication-aide-certified-per-diem-prn-marion-oh,25.15,ma-c
Marrero LA,medication-aide-certified-per-diem-prn-marrero-la,25.40,ma-c
Marysville,medication-aide-certified-per-diem-prn-marysville-oh,25.68,ma-c
Mason,medication-aide-certified-per-diem-prn-mason-oh,25.15,ma-c
Massillon,medication-aide-certified-per-diem-prn-massillon-oh,25.43,ma-c
Maumee,medication-aide-certified-per-diem-prn-maumee-nd,24.80,ma-c
Mayfield Heights,medication-aide-certified-per-diem-prn-mayfield-heights-oh,25.68,ma-c
Medina,medication-aide-certified-per-diem-prn-medina-oh,25.20,ma-c
Mentor,medication-aide-certified-per-diem-prn-mentor-oh,25.68,ma-c
Mesquite,medication-aide-certified-per-diem-prn-mesquite-9-nv,25.48,ma-c
Metairie,medication-aide-certified-per-diem-prn-metairie-la,25.48,ma-c
Miamisburg,medication-aide-certified-per-diem-prn-miamisburg-oh,25.75,ma-c
Middletown,medication-aide-certified-per-diem-prn-middletown-oh,26.24,ma-c
Midvale,medication-aide-certified-per-diem-prn-midvale-ut,25.74,ma-c
Milford UT,medication-aide-certified-per-diem-prn-milford-ut,25.48,ma-c
Millcreek,medication-aide-certified-per-diem-prn-millcreek-ut,26.10,ma-c
Minden,medication-aide-certified-per-diem-prn-minden-nv,25.74,ma-c
Moab,medication-aide-certified-per-diem-prn-moab-ut,25.40,ma-c
Mobile,medication-aide-certified-per-diem-prn-mobile-al,25.74,ma-c
Monroe,medication-aide-certified-per-diem-prn-monroe-la,25.68,ma-c
Montezuma Creek,medication-aide-certified-per-diem-prn-montezuma-creek-ut,25.68,ma-c
Montgomery,medication-aide-certified-per-diem-prn-montgomery-al,25.23,ma-c
Monticello UT,medication-aide-certified-per-diem-prn-monticello-ut,25.55,ma-c
Monument Valley,medication-aide-certified-per-diem-prn-monument-valley-ut,25.74,ma-c
Morgan,medication-aide-certified-per-diem-prn-morgan-ut,25.23,ma-c
Mount Pleasant UT,medication-aide-certified-per-diem-prn-mount-pleasant-ut,25.63,ma-c
Mount Vernon,medication-aide-certified-per-diem-prn-mount-vernon-oh,25.79,ma-c
Mountain Brook,medication-aide-certified-per-diem-prn-mountain-brook-al,24.98,ma-c
Mountain Home AR,medication-aide-certified-per-diem-prn-mountain-home-ar,25.23,ma-c
Mountain View AR,medication-aide-certified-per-diem-prn-mountain-view-ar,25.59,ma-c
Murray,medication-aide-certified-per-diem-prn-murray-ut,25.55,ma-c
Natchitoches,medication-aide-certified-per-diem-prn-natchitoches-la,25.23,ma-c
Nephi,medication-aide-certified-per-diem-prn-nephi-ut,25.43,ma-c
